index,user_id,gender,age_group,LSM_group1,share_your_home_with,including_yourself_how_many_people_do_you_share_your_home_with,do_to_try_to_stay_healthy,drives_you_to_have_a_healthy_lifestyle,eat_or_drink,steps_to_eat_drink_more_healthily,how_regularly_do_you_exercise,exercise_do_you_enjoy,do_to_help_you_sleep,before_you_go_to_sleep
2399,2305557389310.0,Male,25-34,Low,"[""Partner / spouse""]",2.0,"[""Eat healthily"", ""Exercise regularly""]","[""To manage a health / medical condition""]","[""None of the above""]","[""Making an effort to find healthy recipes""]",3+ times a week,"[""Strength training""]","[""No, none of these""]","[""Watching TV""]"
2409,7140334410.0,Female,45+,High,"[""Partner / spouse"", ""Children over 18 years old""]",4.0,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Taking time to relax"", ""Drink lots of water / fluids"", ""Stay hydrated""]","[""To set a good example for my family"", ""To manage a health / medical condition"", ""Prevent health conditions in later life""]","[""Flexitarian: eat meat but control the amount eaten"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Halal""]","[""Trying to have a variety of colors on my plate"", ""Watching the size of my portions"", ""Making an effort to find healthy recipes"", ""Cooking more meals at home"", ""Snacking less often"", ""Eating dessert less often""]",Less often,,"[""No, none of these""]","[""Caffeine"", ""Heavy meal""]"
2411,2377719933329.0,Male,45+,Medium,"[""Children over 18 years old""]",5+,"[""Eat healthily""]","[""To support my family""]","[""None of the above""]","[""Making an effort to find healthy recipes""]",Never,,"[""No, none of these""]","[""No, none of these""]"
2417,25274326572.0,Female,35-44,Low,"[""Children under 18 years old""]",2.0,"[""Exercise regularly""]","[""Other""]","[""None of the above"", ""None of the above""]","[""Other"", ""Other""]",Less often,,"[""No, none of these""]","[""No, none of these""]"
2421,5357664773.0,Male,35-44,High,"[""Partner / spouse""]",4.0,"[""Make sure I get enough sleep"", ""Eat healthily"", ""Meditation / positive mindset methods""]","[""To make the most of treats / indulgent moments"", ""Feeling good about myself"", ""To live longer""]","[""Keto"", ""Low salt"", ""Low sugar"", ""Specific diet""]","[""Trying to have a variety of colors on my plate"", ""Making an effort to find healthy recipes""]",Few times a month,"[""Swimming"", ""Running""]","[""No, none of these""]","[""Alcohol"", ""Caffeine""]"
2427,6770280200.0,Female,45+,High,"[""Children over 18 years old""]",2.0,"[""Drink lots of water / fluids"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To make the most out of/enjoy life"", ""To live longer"", ""To manage a health / medical condition""]","[""None of the above""]","[""Eating dessert less often"", ""Cooking more meals at home""]",Less often,,"[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Heavy meal""]"
2438,4452628894.0,Female,45+,High,"[""Children over 18 years old"", ""Partner / spouse""]",4.0,"[""Eat healthily""]","[""To lose / manage my weight"", ""To improve my sleep"", ""Feeling good about myself""]","[""None of the above""]","[""Cooking more meals at home""]",Never,,"[""Have herbal tea"", ""Take sleeping tablets""]","[""Browsing on my cell phone / tablet""]"
2440,25265463210.0,Female,25-34,Low,"[""Partner / spouse"", ""Children under 18 years old""]",4.0,"[""Exercise regularly""]","[""To support my family"", ""To make the most out of/enjoy life""]","[""None of the above"", ""None of the above""]","[""Other"", ""Other""]",Few times a month,"[""Running"", ""Other""]","[""No, none of these""]","[""Alcohol"", ""Caffeine""]"
2451,3469231584.0,Male,18-24,Low,"[""Parents""]",5+,"[""Eat healthily""]","[""To support my family""]","[""Low calorie""]","[""Snacking less often""]",Twice a week,"[""Walking""]","[""Have warm milk""]","[""Caffeine""]"
2454,1704654900.0,Female,45+,Medium,"[""Partner / spouse"", ""Children under 18 years old"", ""Children over 18 years old""]",4.0,"[""Exercise regularly"", ""Stress control methods"", ""Make sure I get enough sleep""]","[""To make the most out of/enjoy life"", ""To support my family""]","[""Low sugar"", ""Vegetarian: eat no meat or fish""]","[""Snacking less often"", ""Eating dessert less often"", ""Cooking more meals at home""]",Once a week,"[""Other""]","[""No, none of these""]","[""No, none of these""]"
2459,3782317938.0,Female,18-24,High,"[""Parents"", ""Other family members""]",4.0,"[""Stay hydrated"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Take vitamin / other supplements"", ""Drink lots of water / fluids"", ""Stress control methods"", ""Exercise regularly"", ""Taking time to relax""]","[""To lose / manage my weight"", ""To manage a health / medical condition"", ""To live longer""]","[""Low salt"", ""Low sugar""]","[""Cooking more meals at home"", ""Eating dessert less often"", ""Snacking less often"", ""Watching the size of my portions"", ""Doing a cleanse""]",Less often,,"[""No, none of these""]","[""Caffeine"", ""Heavy meal""]"
2463,1891512420.0,Male,45+,High,"[""Partner / spouse""]",2.0,"[""Make sure I get enough sleep""]","[""Prevent health conditions in later life""]","[""Low salt""]","[""Checking / reading the ingredients in food / drink products""]",Less often,,"[""No, none of these""]","[""Heavy meal"", ""Caffeine""]"
2464,4683021145.0,Female,45+,High,"[""I live alone""]",2.0,"[""Take vitamin / other supplements""]","[""To improve brain function/ memory""]","[""Low calorie""]","[""Eating dessert less often""]",3+ times a week,"[""Hiking""]","[""Have a bath""]","[""Checking emails""]"
2479,5409003739.0,Male,25-34,High,"[""Partner / spouse""]",3.0,"[""Exercise regularly"", ""Take vitamin / other supplements"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Eat healthily"", ""Taking time to relax"", ""Meditation / positive mindset methods""]","[""To live longer"", ""Feeling good about myself"", ""Specific event (e.g. holiday, wedding)""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Dairy free"", ""Flexitarian: eat meat but control the amount eaten"", ""High protein"", ""Low salt"", ""Low sugar"", ""Low calorie""]","[""Checking nutritional value of the food / drink I purchase"", ""Filling half my plate with vegetables"", ""Making an effort to find healthy recipes""]",3+ times a week,"[""Swimming"", ""Hiking"", ""Walking"", ""Weights""]","[""Take sleeping tablets"", ""Have herbal tea"", ""Have a bath"", ""Take herbal supplements"", ""Remove screens from bedrooms e.g. TV, cell phone"", ""Meditate""]","[""Caffeine"", ""Heavy meal"", ""Alcohol"", ""Browsing on my cell phone / tablet""]"
2483,4373322798.0,Male,25-34,Medium,"[""I live alone""]",1,"[""Taking time to relax"", ""Stress control methods"", ""Drink lots of water / fluids"", ""Take vitamin / other supplements"", ""Eat healthily"", ""Make sure I get enough sleep""]","[""To make the most of treats / indulgent moments"", ""To improve brain function/ memory"", ""Feeling good about myself""]","[""Halal"", ""High protein"", ""Low sugar"", ""Low cholesterol"", ""Organic""]","[""Eating out at places that have healthy options available"", ""Checking / reading the ingredients in food / drink products"", ""Checking nutritional value of the food / drink I purchase"", ""Filling half my plate with vegetables""]",Few times a month,"[""Walking"", ""Running"", ""Hiking""]","[""No, none of these""]","[""No, none of these""]"
2485,2529923.0,Female,35-44,High,"[""Partner / spouse""]",3.0,"[""Eat healthily"", ""Exercise regularly"", ""Meditation / positive mindset methods"", ""Drink lots of water / fluids""]","[""Prevent health conditions in later life"", ""To live longer"", ""To make the most out of/enjoy life""]","[""Halal"", ""High protein"", ""Low cholesterol""]","[""Eating dessert less often"", ""Making an effort to find healthy recipes"", ""Checking nutritional value of the food / drink I purchase""]",3+ times a week,"[""Cycling"", ""Running"", ""Aerobics""]","[""Have warm milk"", ""Have a bath""]","[""Heavy meal"", ""Alcohol"", ""Caffeine""]"
2487,6663631776.0,Male,35-44,Low,"[""Partner / spouse""]",2.0,"[""Take vitamin / other supplements"", ""Stay hydrated"", ""Drink lots of water / fluids"", ""Eat healthily""]","[""To manage a health / medical condition"", ""I feel pressured because everyone else is doing it"", ""To lose / manage my weight""]","[""None of the above""]","[""Shopping at places that have a wide selection of healthy options"", ""Eating out at places that have healthy options available"", ""Checking / reading the ingredients in food / drink products"", ""Intermittent fasting"", ""Eating dessert less often"", ""Snacking less often"", ""Counting / tracking calories""]",3+ times a week,"[""Running"", ""Cycling"", ""Weights"", ""Swimming"", ""Walking""]","[""Take sleeping tablets""]","[""Heavy meal"", ""Browsing on my mobile  phone / tablet"", ""Caffeine"", ""Checking emails""]"
2494,2760233427.0,Male,45+,Low,"[""I live alone""]",1,"[""Taking time to relax"", ""Take vitamin / other supplements""]","[""To live longer"", ""To set a good example for my family"", ""Prevent health conditions in later life""]","[""High protein"", ""Low sugar"", ""Low / zero carb"", ""Low calorie""]","[""Snacking less often"", ""Counting / tracking calories"", ""Watching the size of my portions"", ""Checking nutritional value of the food / drink I purchase"", ""Making an effort to find healthy recipes"", ""Checking / reading the ingredients in food / drink products"", ""Eating dessert less often""]",Less often,,"[""Take herbal supplements""]","[""No, none of these""]"
2501,1442139075.0,Male,45+,Medium,"[""I live alone""]",1,"[""Exercise regularly"", ""Eat healthily"", ""Taking time to relax"", ""Drink lots of water / fluids"", ""Make sure I get enough sleep"", ""Stay hydrated"", ""Stress control methods"", ""Take vitamin / other supplements"", ""Meditation / positive mindset methods""]","[""To support my family"", ""Have more energy"", ""To live longer""]","[""Dairy free"", ""High protein"", ""Low sugar"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low salt""]","[""Snacking less often"", ""Checking nutritional value of the food / drink I purchase"", ""Shopping at places that have a wide selection of healthy options"", ""Checking / reading the ingredients in food / drink products"", ""Cooking more meals at home"", ""Filling half my plate with vegetables"", ""Watching the size of my portions""]",3+ times a week,"[""Cycling"", ""Hiking"", ""Cardio / Aerobics / Water aerobics"", ""Swimming"", ""Walking"", ""Running""]","[""Have a bath""]","[""Caffeine"", ""Heavy meal"", ""Watching TV""]"
2502,6496597112.0,Male,18-24,Low,"[""Parents"", ""Other family members""]",5+,"[""Exercise regularly""]","[""To live longer"", ""Prevent health conditions in later life"", ""Feeling good about myself""]","[""Halal""]","[""None of the above""]",Twice a week,"[""Swimming""]","[""No, none of these""]","[""No, none of these""]"
2505,1679652.0,Female,35-44,Medium,"[""Partner / spouse"", ""Children under 18 years old""]",5+,"[""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Take vitamin / other supplements"", ""Eat healthily"", ""Stay hydrated"", ""Meditation / positive mindset methods"", ""Stress control methods"", ""Exercise regularly"", ""Taking time to relax""]","[""Prevent health conditions in later life"", ""To make the most of treats / indulgent moments"", ""To manage a health / medical condition""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low calorie"", ""Halal""]","[""Shopping at places that have a wide selection of healthy options""]",3+ times a week,"[""Running"", ""Aerobics"", ""Walking""]","[""No, none of these""]","[""No, none of these""]"
2506,4898359258.0,Male,35-44,High,"[""Partner / spouse"", ""Children under 18 years old"", ""Parents""]",5+,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Taking time to relax""]","[""To lose / manage my weight"", ""Prevent health conditions in later life"", ""To set a good example for my family""]","[""Low calorie"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low salt"", ""Low sugar""]","[""Cooking more meals at home"", ""Watching the size of my portions"", ""Checking nutritional value of the food / drink I purchase"", ""Doing a cleanse"", ""Checking / reading the ingredients in food / drink products""]",Twice a week,"[""Spinning"", ""Walking"", ""Cycling""]","[""Have warm milk""]","[""Caffeine"", ""Heavy meal""]"
2509,6159182640.0,Male,18-24,Medium,"[""Parents"", ""Other family members""]",4.0,"[""Make sure I get enough sleep"", ""Taking time to relax"", ""Stay hydrated"", ""Drink lots of water / fluids""]","[""To improve my sleep"", ""Feeling good about myself""]","[""None of the above""]","[""Eating dessert less often""]",Less often,,"[""No, none of these""]","[""Caffeine""]"
2512,5746633992.0,Male,35-44,High,"[""I live alone""]",1,"[""Stress control methods"", ""Exercise regularly"", ""Drink lots of water / fluids"", ""Stay hydrated"", ""Eat healthily"", ""Make sure I get enough sleep""]","[""Prevent health conditions in later life"", ""To lose / manage my weight"", ""Feeling good about myself""]","[""Dairy free"", ""Low sugar"", ""Low salt"", ""Low calorie""]","[""Snacking less often"", ""Cooking more meals at home"", ""Watching the size of my portions""]",Twice a week,"[""Running""]","[""No, none of these""]","[""Alcohol"", ""Caffeine"", ""Heavy meal""]"
2516,2835385860.0,Female,45+,Low,"[""I live alone""]",1,"[""Take vitamin / other supplements""]","[""Feeling good about myself""]","[""Low cholesterol""]","[""Checking / reading the ingredients in food / drink products""]",Less often,,"[""No, none of these""]","[""Heavy meal""]"
2520,4315417642.0,Male,18-24,Medium,"[""Parents""]",5+,"[""Make sure I get enough sleep"", ""Exercise regularly"", ""Eat healthily"", ""Drink lots of water / fluids"", ""Stress control methods""]","[""Have more energy"", ""To lose / manage my weight"", ""To make the most of treats / indulgent moments""]","[""Halal""]","[""Watching the size of my portions"", ""Intermittent fasting"", ""Cooking more meals at home""]",3+ times a week,"[""Running""]","[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Browsing on my cell phone / tablet"", ""Heavy meal""]"
